## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.modelSpecCode,entity.grade,entity.fullColour,entity.filteringColour,entity.fuelType,entity.transmission,entity.driveTrain,entity.interiorColor,entity.exteriorColor,entity.versionCode,entity.versionDescription,entity.dealerId,entity.dealerName,entity.eimCode,entity.filterCollectionValue
JN1T33JC5U0002334,All-New X-Trail,,,,39135,,1,,29738,N-Connecta,QABG,Storm White,Petrol,Automatic,2WD,,,H61GG7FC1,VC-Turbo 163 Xtronic 2WD N-Connecta,51722,Richard Sanders,JDNAREWT33TEA-G---,Mayank
JN1T33JC7U0002092,All-New X-Trail,,,,39015,,1,,29738,N-Connecta,RBYG,Electric Blue,Petrol,Automatic,2WD,,,H61GG7FC1,VC-Turbo 163 Xtronic 2WD N-Connecta,51757,Wylam Garage Ltd,JDNAREWT33TEA-G---,Mayank
JN1T33JC4U0002342,All-New X-Trail,,,,39015,,1,,29738,N-Connecta,RBYG,Electric Blue,Petrol,Automatic,2WD,,,H61GG7FC1,VC-Turbo 163 Xtronic 2WD N-Connecta,51111,Hawkins,JDNAREWT33TEA-G---,Mayank
JN1T33JC2U0002601,All-New X-Trail,,,,39015,,1,,29738,N-Connecta,RBYG,Electric Blue,Petrol,Automatic,2WD,,,H61GG7FC1,VC-Turbo 163 Xtronic 2WD N-Connecta,51898,Lookers Leeds,JDNAREWT33TEA-G---,Mayank
JN1T33JC2U0002193,All-New X-Trail,,,,40130,,1,,29738,N-Connecta,G41G,Diamond Black,Petrol,Automatic,2WD,,,H61GG7FC1,VC-Turbo 163 Xtronic 2WD N-Connecta,51829,Yeomans,JDNAREWT33TEA-GD--,Mayank
JN1T33JC6U0002598,All-New X-Trail,,,,40010,,1,,29738,N-Connecta,KAYG,Champagne Silver,Petrol,Automatic,2WD,,,H61GG7FC1,VC-Turbo 163 Xtronic 2WD N-Connecta,51812,Norton Way,JDNAREWT33TEA-GD--,Mayank
JN1T33TC0U0002979,All-New X-Trail,,,,41335,,1,,29738,Tekna,KADG,Gun Metallic,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51859,Arbury Leamington Spa,TDNARGWT33TEA-PX--,Mayank
JN1T33TC7U0001635,All-New X-Trail,,,,41335,,1,,29738,Tekna,KAYG,Champagne Silver,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51735,Chorley Nissan (Blackpool),TDNARGWT33TEA-PX--,Mayank
JN1T33TC6U0002310,All-New X-Trail,,,,41455,,1,,29738,Tekna,KBYG,Ceramic Grey,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51044,Bristol Street Motors Widnes,TDNARGWT33TEA-PX--,Mayank
JN1T33TC6U0002243,All-New X-Trail,,,,41455,,1,,29738,Tekna,QABG,Storm White,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51745,Wessex Garages Gloucester,TDNARGWT33TEA-PX--,Mayank
JN1T33TC0U0003081,All-New X-Trail,,,,41455,,1,,29738,Tekna,QABG,Storm White,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51707,Chorley Nissan (Burnley),TDNARGWT33TEA-PX--,Mayank
JN1T33TC4U0001883,All-New X-Trail,,,,41335,,1,,29738,Tekna,RBYG,Electric Blue,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51565,Glyn Hopkin East London,TDNARGWT33TEA-PX--,Mayank
JN1T33TC2U0002529,All-New X-Trail,,,,42045,,1,,29738,Tekna,KBYG,Ceramic Grey,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51958,West Way Manchester,TDNARGWT33TEA-PXF-,Mayank
JN1T33JC1U0002024,All-New X-Trail,,,,42455,,1,,29738,Tekna,G41G,Diamond Black,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51800,Trenton (Hull),JDNARGWT33TEA-PX--,Mayank
JN1T33JC5U0001782,All-New X-Trail,,,,42335,,1,,29738,Tekna,KADG,Gun Metallic,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51925,Marshall Ashford,JDNARGWT33TEA-PX--,Mayank
JN1T33JC4U0002065,All-New X-Trail,,,,42335,,1,,29738,Tekna,KADG,Gun Metallic,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51813,Bassetts,JDNARGWT33TEA-PX--,Mayank
JN1T33JC1U0002122,All-New X-Trail,,,,42335,,1,,29738,Tekna,KADG,Gun Metallic,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51914,Bristol Street Motors,JDNARGWT33TEA-PX--,Mayank
JN1T33JC8U0001727,All-New X-Trail,,,,42335,,1,,29738,Tekna,KADG,Gun Metallic,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51949,Park's Arbroath,JDNARGWT33TEA-PX--,Mayank
JN1T33JCXU0002040,All-New X-Trail,,,,42335,,1,,29738,Tekna,KADG,Gun Metallic,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51425,Ancaster,JDNARGWT33TEA-PX--,Mayank
JN1T33JCXU0001681,All-New X-Trail,,,,42335,,1,,29738,Tekna,KAYG,Champagne Silver,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51911,W R Davies,JDNARGWT33TEA-PX--,Mayank
JN1T33JC8U0002067,All-New X-Trail,,,,42335,,1,,29738,Tekna,KAYG,Champagne Silver,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51513,Pat Kirk Ltd,JDNARGWT33TEA-PX--,Mayank
JN1T33JC6U0001841,All-New X-Trail,,,,42455,,1,,29738,Tekna,KBYG,Ceramic Grey,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51296,MARTINS OF WINCHESTER,JDNARGWT33TEA-PX--,Mayank
JN1T33JC7U0002089,All-New X-Trail,,,,42335,,1,,29738,Tekna,K23G,Brilliant Silver,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51538,Wessex Garages Cardiff,JDNARGWT33TEA-PX--,Mayank
JN1T33JC1U0002086,All-New X-Trail,,,,42335,,1,,29738,Tekna,RBYG,Electric Blue,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51163,Wessex Garages (Bristol),JDNARGWT33TEA-PX--,Mayank
JN1T33JC7U0002769,All-New X-Trail,,,,43045,,1,,29738,Tekna,G41G,Diamond Black,Petrol,Automatic,2WD,,,H61GG7GC1,VC-Turbo 163 Xtronic 2WD Tekna,51549,F J Chalke Ltd,JDNARGWT33TEA-PXF-,Mayank
JN1T33JC9U0001350,All-New X-Trail,,,,45520,,1,,29738,Tekna+,QABG,Storm White,Petrol,Automatic,2WD,,,H61GG7HC1,VC-Turbo 163 Xtronic 2WD Tekna+,51745,Wessex Garages Gloucester,JDNARGWT33TEA-PTFD,Mayank
JN1T33TA1U0010605,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,KADG,Gun Metallic,Petrol / Electric,Automatic,2WD,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,51687,Glyn Hopkin Ltd,TDNARD9T33TEA-----,Mayank
JN1T33TA4U0011103,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,KADG,Gun Metallic,Petrol / Electric,Automatic,2WD,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,51859,Arbury Leamington Spa,TDNARD9T33TEA-----,Mayank
JN1T33TA3U0011321,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,KAYG,Champagne Silver,Petrol / Electric,Automatic,2WD,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,51023,J S Holmes Ltd,TDNARD9T33TEA-----,Mayank
JN1T33TAXU0011090,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,KAYG,Champagne Silver,Petrol / Electric,Automatic,2WD,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,51809,Bristol Street Motors,TDNARD9T33TEA-----,Mayank
JN1T33TA5U0012146,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,KBYG,Ceramic Grey,Petrol / Electric,Automatic,2WD,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,51809,Bristol Street Motors,TDNARD9T33TEA-----,Mayank
JN1T33TA2U0012136,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,2WD,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,51813,Bassetts,TDNARD9T33TEA-----,Mayank
JN1T33TA6U0013628,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,K23G,Brilliant Silver,Petrol / Electric,Automatic,2WD,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,51970,W.R.Davies,TDNARD9T33TEA-----,Mayank
JN1T33TA7U0012245,All-New X-Trail,,,,37710,,1,,29738,Acenta Premium,NBLG,Diamond Red,Petrol / Electric,Automatic,2WD,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,51902,FG Barnes Ltd,TDNARD9T33TEA-----,Mayank
JN1T33TA7U0014075,All-New X-Trail,,,,36965,,1,,29738,Acenta Premium,QAKG,Solid White,Petrol / Electric,Automatic,2WD,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,51889,Macklin Motors Glasgow Central,TDNARD9T33TEA-----,Mayank
JN1T33TA8U0014229,All-New X-Trail,,,,36965,,1,,29738,Acenta Premium,QAKG,Solid White,Petrol / Electric,Automatic,2WD,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,51863,Greenhous Shrewsbury,TDNARD9T33TEA-----,Mayank
JN1T33TA8U0011492,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,RBYG,Electric Blue,Petrol / Electric,Automatic,2WD,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,51914,Bristol Street Motors,TDNARD9T33TEA-----,Mayank
JN1T33TA2U0012010,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,RBYG,Electric Blue,Petrol / Electric,Automatic,2WD,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,51957,West Way Coventry,TDNARD9T33TEA-----,Mayank
JN1T33TA9U0013297,All-New X-Trail,,,,37590,,1,,29738,Acenta Premium,RBYG,Electric Blue,Petrol / Electric,Automatic,2WD,,,H61GHEEC1,e-POWER 204 Automatic 2WD Acenta Premium,51910,Glyn Hopkin North London,TDNARD9T33TEA-----,Mayank
JN1T33TA2U0011066,All-New X-Trail,,,,40535,,1,,29738,N-Connecta,G41G,Diamond Black,Petrol / Electric,Automatic,2WD,,,H61GHEFC1,e-POWER 204 Automatic 2WD N-Connecta,51955,West Way Altrincham,TDNARE9T33TEA-G---,Mayank
JN1T33TA0U0013527,All-New X-Trail,,,,40535,,1,,29738,N-Connecta,G41G,Diamond Black,Petrol / Electric,Automatic,2WD,,,H61GHEFC1,e-POWER 204 Automatic 2WD N-Connecta,51957,West Way Coventry,TDNARE9T33TEA-G---,Mayank
JN1T33TA0U0010899,All-New X-Trail,,,,40415,,1,,29738,N-Connecta,KADG,Gun Metallic,Petrol / Electric,Automatic,2WD,,,H61GHEFC1,e-POWER 204 Automatic 2WD N-Connecta,51628,Lookers Carlisle,TDNARE9T33TEA-G---,Mayank
JN1T33TA5U0012972,All-New X-Trail,,,,40415,,1,,29738,N-Connecta,KAYG,Champagne Silver,Petrol / Electric,Automatic,2WD,,,H61GHEFC1,e-POWER 204 Automatic 2WD N-Connecta,51770,Marshall Lincoln,TDNARE9T33TEA-G---,Mayank
JN1T33TA2U0013223,All-New X-Trail,,,,40415,,1,,29738,N-Connecta,KAYG,Champagne Silver,Petrol / Electric,Automatic,2WD,,,H61GHEFC1,e-POWER 204 Automatic 2WD N-Connecta,51961,West Way Stockport,TDNARE9T33TEA-G---,Mayank
JN1T33TA0U0012538,All-New X-Trail,,,,40535,,1,,29738,N-Connecta,KBYG,Ceramic Grey,Petrol / Electric,Automatic,2WD,,,H61GHEFC1,e-POWER 204 Automatic 2WD N-Connecta,51896,Western Halbeath,TDNARE9T33TEA-G---,Mayank
JN1T33TA0U0015035,All-New X-Trail,,,,40415,,1,,29738,N-Connecta,K23G,Brilliant Silver,Petrol / Electric,Automatic,2WD,,,H61GHEFC1,e-POWER 204 Automatic 2WD N-Connecta,51945,Marshall Leicester,TDNARE9T33TEA-G---,Mayank
JN1T33TA4U0013661,All-New X-Trail,,,,40415,,1,,29738,N-Connecta,K23G,Brilliant Silver,Petrol / Electric,Automatic,2WD,,,H61GHEFC1,e-POWER 204 Automatic 2WD N-Connecta,51951,Hendy,TDNARE9T33TEA-G---,Mayank
JN1T33TA3U0013232,All-New X-Trail,,,,40535,,1,,29738,N-Connecta,QABG,Storm White,Petrol / Electric,Automatic,2WD,,,H61GHEFC1,e-POWER 204 Automatic 2WD N-Connecta,51715,W R Davies,TDNARE9T33TEA-G---,Mayank
JN1T33TA9U0011663,All-New X-Trail,,,,40535,,1,,29738,N-Connecta,QABG,Storm White,Petrol / Electric,Automatic,2WD,,,H61GHEFC1,e-POWER 204 Automatic 2WD N-Connecta,51929,Barnetts Dundee,TDNARE9T33TEA-G---,Mayank
JN1T33TA8U0013212,All-New X-Trail,,,,40535,,1,,29738,N-Connecta,QABG,Storm White,Petrol / Electric,Automatic,2WD,,,H61GHEFC1,e-POWER 204 Automatic 2WD N-Connecta,51096,Wilsons Autos & Coachworks Ltd,TDNARE9T33TEA-G---,Mayank
JN1T33TA9U0010853,All-New X-Trail,,,,39790,,1,,29738,N-Connecta,QAKG,Solid White,Petrol / Electric,Automatic,2WD,,,H61GHEFC1,e-POWER 204 Automatic 2WD N-Connecta,51739,Marshall Dartford,TDNARE9T33TEA-G---,Mayank
JN1T33TA2U0012105,All-New X-Trail,,,,40415,,1,,29738,N-Connecta,RBYG,Electric Blue,Petrol / Electric,Automatic,2WD,,,H61GHEFC1,e-POWER 204 Automatic 2WD N-Connecta,51895,Ancaster Slough,TDNARE9T33TEA-G---,Mayank
JN1T33TA7U0013069,All-New X-Trail,,,,40415,,1,,29738,N-Connecta,RBYG,Electric Blue,Petrol / Electric,Automatic,2WD,,,H61GHEFC1,e-POWER 204 Automatic 2WD N-Connecta,51113,D S Dalgleish & Son,TDNARE9T33TEA-G---,Mayank
JN1T33TA5U0011675,All-New X-Trail,,,,41170,,1,,29738,N-Connecta,QAKG,Solid White,Petrol / Electric,Automatic,2WD,,,H61GHEFC1,e-POWER 204 Automatic 2WD N-Connecta,51890,Western (Stirling),TDNARE9T33TEA-GD-E,Mayank
JN1T33TA0U0011874,All-New X-Trail,,,,43855,,1,,29738,Tekna,G41G,Diamond Black,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51863,Greenhous Shrewsbury,TDNARG9T33TEA-PX--,Mayank
JN1T33TA7U0008678,All-New X-Trail,,,,43855,,1,,29738,Tekna,G41G,Diamond Black,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51951,Hendy,TDNARG9T33TEA-PX--,Mayank
JN1T33TA4U0010680,All-New X-Trail,,,,43855,,1,,29738,Tekna,G41G,Diamond Black,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51735,Chorley Nissan (Blackpool),TDNARG9T33TEA-PX--,Mayank
JN1T33TA4U0010596,All-New X-Trail,,,,43855,,1,,29738,Tekna,G41G,Diamond Black,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51666,Glyn Hopkin Ltd,TDNARG9T33TEA-PX--,Mayank
JN1T33TA6U0011071,All-New X-Trail,,,,43855,,1,,29738,Tekna,G41G,Diamond Black,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51856,Ancaster Eltham,TDNARG9T33TEA-PX--,Mayank
JN1T33TA0U0011079,All-New X-Trail,,,,43855,,1,,29738,Tekna,G41G,Diamond Black,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51962,West Way Stourbridge,TDNARG9T33TEA-PX--,Mayank
JN1T33TA9U0012330,All-New X-Trail,,,,43855,,1,,29738,Tekna,G41G,Diamond Black,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51963,West Way Wolverhampton,TDNARG9T33TEA-PX--,Mayank
JN1T33TA2U0012914,All-New X-Trail,,,,43735,,1,,29738,Tekna,KADG,Gun Metallic,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51920,Pembroke Motor Services,TDNARG9T33TEA-PX--,Mayank
JN1T33TA1U0014072,All-New X-Trail,,,,43735,,1,,29738,Tekna,KADG,Gun Metallic,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51458,Park's (East Kilbride),TDNARG9T33TEA-PX--,Mayank
JN1T33TA4U0014079,All-New X-Trail,,,,43735,,1,,29738,Tekna,KADG,Gun Metallic,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51902,FG Barnes Ltd,TDNARG9T33TEA-PX--,Mayank
JN1T33TA0U0014113,All-New X-Trail,,,,43735,,1,,29738,Tekna,KADG,Gun Metallic,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51912,Yeomans,TDNARG9T33TEA-PX--,Mayank
JN1T33TAXU0014202,All-New X-Trail,,,,43735,,1,,29738,Tekna,KADG,Gun Metallic,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51929,Barnetts Dundee,TDNARG9T33TEA-PX--,Mayank
JN1T33TA4U0014177,All-New X-Trail,,,,43735,,1,,29738,Tekna,KADG,Gun Metallic,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51958,West Way Manchester,TDNARG9T33TEA-PX--,Mayank
JN1T33TA7U0012102,All-New X-Trail,,,,43735,,1,,29738,Tekna,KAYG,Champagne Silver,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51832,Park's,TDNARG9T33TEA-PX--,Mayank
JN1T33TA5U0014219,All-New X-Trail,,,,43735,,1,,29738,Tekna,KAYG,Champagne Silver,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51902,FG Barnes Ltd,TDNARG9T33TEA-PX--,Mayank
JN1T33TA1U0012595,All-New X-Trail,,,,43735,,1,,29738,Tekna,KAYG,Champagne Silver,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51911,W R Davies,TDNARG9T33TEA-PX--,Mayank
JN1T33TA9U0014062,All-New X-Trail,,,,43735,,1,,29738,Tekna,KAYG,Champagne Silver,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51012,Yeomans,TDNARG9T33TEA-PX--,Mayank
JN1T33TA1U0014105,All-New X-Trail,,,,43735,,1,,29738,Tekna,KAYG,Champagne Silver,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51796,Desira Nissan,TDNARG9T33TEA-PX--,Mayank
JN1T33TA1U0014251,All-New X-Trail,,,,43735,,1,,29738,Tekna,KAYG,Champagne Silver,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51910,Glyn Hopkin North London,TDNARG9T33TEA-PX--,Mayank
JN1T33TA6U0014164,All-New X-Trail,,,,43735,,1,,29738,Tekna,KAYG,Champagne Silver,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51921,EMG Motor Group,TDNARG9T33TEA-PX--,Mayank
JN1T33TAXU0010554,All-New X-Trail,,,,43855,,1,,29738,Tekna,KBYG,Ceramic Grey,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51871,Bristol Street Motors,TDNARG9T33TEA-PX--,Mayank
JN1T33TA8U0010861,All-New X-Trail,,,,43855,,1,,29738,Tekna,KBYG,Ceramic Grey,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51957,West Way Coventry,TDNARG9T33TEA-PX--,Mayank
JN1T33TA9U0012828,All-New X-Trail,,,,43855,,1,,29738,Tekna,KBYK,Ceramic Grey,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51822,Macklin Motors Glasgow South,TDNARG9T33TEA-PX--,Mayank
JN1T33TA5U0012275,All-New X-Trail,,,,43735,,1,,29738,Tekna,K23G,Brilliant Silver,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51906,Ancaster Shepperton,TDNARG9T33TEA-PX--,Mayank
JN1T33TA5U0008730,All-New X-Trail,,,,43855,,1,,29738,Tekna,QABG,Storm White,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51051,Lookers Newcastle,TDNARG9T33TEA-PX--,Mayank
JN1T33TA5U0008887,All-New X-Trail,,,,43855,,1,,29738,Tekna,QABG,Storm White,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51674,Park's,TDNARG9T33TEA-PX--,Mayank
JN1T33TA8U0011377,All-New X-Trail,,,,43855,,1,,29738,Tekna,QABG,Storm White,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51577,Holdcroft Nissan,TDNARG9T33TEA-PX--,Mayank
JN1T33TAXU0011087,All-New X-Trail,,,,43855,,1,,29738,Tekna,QABG,Storm White,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51901,Stoneacre,TDNARG9T33TEA-PX--,Mayank
JN1T33TA3U0008726,All-New X-Trail,,,,43110,,1,,29738,Tekna,QAKG,Solid White,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51848,Bristol Street Motors Ilkeston,TDNARG9T33TEA-PX--,Mayank
JN1T33TA2U0010595,All-New X-Trail,,,,43735,,1,,29738,Tekna,RBYG,Electric Blue,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51628,Lookers Carlisle,TDNARG9T33TEA-PX--,Mayank
JN1T33TA0U0011115,All-New X-Trail,,,,43735,,1,,29738,Tekna,RBYG,Electric Blue,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51383,Toomey Nissan Ltd,TDNARG9T33TEA-PX--,Mayank
JN1T33TA6U0011118,All-New X-Trail,,,,43735,,1,,29738,Tekna,RBYG,Electric Blue,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51337,Evans Halshaw,TDNARG9T33TEA-PX--,Mayank
JN1T33TA5U0012289,All-New X-Trail,,,,43735,,1,,29738,Tekna,RBYG,Electric Blue,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51852,Sandicliffe,TDNARG9T33TEA-PX--,Mayank
JN1T33TA3U0012033,All-New X-Trail,,,,44445,,1,,29738,Tekna,G41G,Diamond Black,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51575,Desira Nissan,TDNARG9T33TEA-PXF-,Mayank
JN1T33TA3U0011951,All-New X-Trail,,,,43700,,1,,29738,Tekna,QAKK,Solid White,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51383,Toomey Nissan Ltd,TDNARG9T33TEA-PXF-,Mayank
JN1T33TA7U0011340,All-New X-Trail,,,,44965,,1,,29738,Tekna,XBJG,Two-Tone Storm White with Black Metallic Roof,Petrol / Electric,Automatic,2WD,,,H61GHEGC1,e-POWER 204 Automatic 2WD Tekna,51884,Bristol Street Motors Halifax,TDNARG9T33TEA-PXF-,Mayank
JN1T33TA5U0011904,All-New X-Trail,,,,46525,,1,,29738,Tekna+,G41G,Diamond Black,Petrol / Electric,Automatic,2WD,,,H61GHEHC1,e-POWER 204 Automatic 2WD Tekna+,51839,Edwin May Ltd,TDNARG9T33TEA-PTFD,Mayank
JN1T33TA1U0015075,All-New X-Trail,,,,46405,,1,,29738,Tekna+,KADG,Gun Metallic,Petrol / Electric,Automatic,2WD,,,H61GHEHC1,e-POWER 204 Automatic 2WD Tekna+,51945,Marshall Leicester,TDNARG9T33TEA-PTFD,Mayank
JN1T33TA2U0013464,All-New X-Trail,,,,46405,,1,,29738,Tekna+,RBYC,Electric Blue,Petrol / Electric,Automatic,2WD,,,H61GHEHC1,e-POWER 204 Automatic 2WD Tekna+,51711,Platinum,TDNARG9T33TEA-PTFD,Mayank
JN1T33TA9U0012733,All-New X-Trail,,,,46405,,1,,29738,Tekna+,RBYG,Electric Blue,Petrol / Electric,Automatic,2WD,,,H61GHEHC1,e-POWER 204 Automatic 2WD Tekna+,51959,West Way Oldham,TDNARG9T33TEA-PTFD,Mayank
JN1T33TA5U0013328,All-New X-Trail,,,,46925,,1,,29738,Tekna+,XEUG,Two-Tone Electric Blue with Black Metallic Roof,Petrol / Electric,Automatic,2WD,,,H61GHEHC1,e-POWER 204 Automatic 2WD Tekna+,51680,Exeter Motors,TDNARG9T33TEA-PTFD,Mayank
JN1T33TB9U0011932,All-New X-Trail,,,,39910,,1,,29738,Acenta Premium,QABG,Storm White,Petrol / Electric,Automatic,2WD,,,H61GIFEC1,e-POWER 213 Automatic 4WD e-4ORCE Acenta Premium,51486,Glyn Hopkin Ltd,TDNNRD9T33TEA-----,Mayank
JN1T33JB0U0006654,All-New X-Trail,,,,40910,,1,,29738,Acenta Premium,G41G,Diamond Black,Petrol / Electric,Automatic,2WD,,,H61GIFEC1,e-POWER 213 Automatic 4WD e-4ORCE Acenta Premium,51707,Chorley Nissan (Burnley),JDNNRD9T33TEA-----,Mayank
