## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.inventoryId,entity.modelCode,entity.grade,entity.versionCode,entity.versionDescription,entity.version,entity.fullColour,entity.interiorColor,entity.exteriorColor,entity.fuelConsumption,entity.driveTrain,entity.fuelType,entity.transmission,entity.eimCode,entity.modelSpecCode,entity.dealerId,entity.tmpDealerName,entity.phone,entity.collectionFilter_v2
QASHQAIJ12A_G83GIEF10_Z11G_TDNARE9J12HEBB-3--,QASHQAIJ12A N-Connecta,,,,37465,,1,,SJNTBAJ12U1343216,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,Z11G,G,Z11,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3--,29594,51962,West Way Stourbridge,,Mayank
QASHQAIJ12A_G83GIEF10_Z11G_TDNARE9J12HEBB-3--_10,QASHQAIJ12A N-Connecta,,,,37465,,1,,SJNTBAJ12U1343216,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,Z11G,G,Z11,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3--,29594,51962,West Way Stourbridge,,Mayank
QASHQAIJ12A_G83GIEF10_Z11G_TDNARE9J12HEBB-3--_1,QASHQAIJ12A N-Connecta,,,,37465,,1,,SJNTBAJ12U1347516,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,Z11G,G,Z11,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3--,29594,51963,West Way Wolverhampton,,Mayank
QASHQAIJ12A_G83GIEF10_Z11G_TDNARE9J12HEBB-3--_2,QASHQAIJ12A N-Connecta,,,,37465,,1,,SJNTBAJ12U1347509,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,Z11G,G,Z11,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3--,29594,51963,West Way Wolverhampton,,Mayank
QASHQAIJ12A_G83GIEF10_Z11G_TDNARE9J12HEBB-3--_3,QASHQAIJ12A N-Connecta,,,,37465,,1,,SJNTBAJ12U1349962,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,Z11G,G,Z11,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3--,29594,51846,Freelance (CI) Ltd,+01534 703300,Mayank
QASHQAIJ12A_G83GIEF10_Z11G_TDNARE9J12HEBB-3--_4,QASHQAIJ12A N-Connecta,,,,37465,,1,,SJNTBAJ12U1367157,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,Z11G,G,Z11,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3--,29594,51680,Exeter Motors,+01392 411440,Mayank
QASHQAIJ12A_G83GIEF10_Z11G_TDNARE9J12HEBB-3--_5,QASHQAIJ12A N-Connecta,,,,37465,,1,,SJNTBAJ12U1366574,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,Z11G,G,Z11,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3--,29594,51852,Sandicliffe,0115 9395000,Mayank
QASHQAIJ12A_G83GIEF10_Z11G_TDNARE9J12HEBB-3--_6,QASHQAIJ12A N-Connecta,,,,37465,,1,,SJNTBAJ12U1349634,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,Z11G,G,Z11,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3--,29594,51051,Lookers Newcastle,+0330 042 2667,Mayank
QASHQAIJ12A_G83GIEF10_Z11G_TDNARE9J12HEBB-3--_7,QASHQAIJ12A N-Connecta,,,,37465,,1,,SJNTBAJ12U1348907,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,Z11G,G,Z11,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3--,29594,51769,Dorchester Nissan,+01305 263031,Mayank
QASHQAIJ12A_G83GIEF10_Z11G_TDNARE9J12HEBB-3--_8,QASHQAIJ12A N-Connecta,,,,37465,,1,,SJNTBAJ12U1360016,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,Z11G,G,Z11,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3--,29594,51023,J S Holmes Ltd,+01945 410 243,Mayank
QASHQAIJ12A_G83GIEF10_Z11G_TDNARE9J12HEBB-3--_9,QASHQAIJ12A N-Connecta,,,,37465,,1,,SJNTBAJ12U1363995,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,Z11G,G,Z11,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3--,29594,51163,Wessex Garages (Bristol),+0117 428 0114,Mayank
QASHQAIJ12A_G83GIEF10_326G_TDNARE9J12HEBB-3--_1,QASHQAIJ12A N-Connecta,,,,37090,,1,,SJNTBAJ12U1391044,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,326G,G,326,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3--,29594,51798,Alexanders York,+01904 520301,Mayank
QASHQAIJ12A_G83GIEF10_XEYG_TDNARE9J12HEBB-3EM,QASHQAIJ12A N-Connecta,,,,38255,,1,,SJNTBAJ12U1351708,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,XEYG,G,XEY,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3EM,29594,51945,Marshall Leicester,,Mayank
QASHQAIJ12A_G83GIEF10_XEYG_TDNARE9J12HEBB-3EM_1,QASHQAIJ12A N-Connecta,,,,38255,,1,,SJNTBAJ12U1351708,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,XEYG,G,XEY,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3EM,29594,51945,Marshall Leicester,,Mayank
QASHQAIJ12A_G83GIEF10_XFVG_TDNARE9J12HEB--3-M,QASHQAIJ12A N-Connecta,,,,37455,,1,,SJNTBAJ12U1360270,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,XFVG,G,XFV,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEB--3-M,29594,51739,Marshall Dartford,+01322 280025,Mayank
QASHQAIJ12A_G83GIEF10_XFVG_TDNARE9J12HEB--3-M_2,QASHQAIJ12A N-Connecta,,,,37455,,1,,SJNTBAJ12U1360270,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,XFVG,G,XFV,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEB--3-M,29594,51739,Marshall Dartford,+01322 280025,Mayank
QASHQAIJ12A_G83GIEF10_XFVG_TDNARE9J12HEB--3-M_1,QASHQAIJ12A N-Connecta,,,,37455,,1,,SJNTBAJ12U1363253,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,XFVG,G,XFV,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEB--3-M,29594,51158,Evans Halshaw,+0191 537 0400,Mayank
QASHQAIJ12A_G83GIEF10_XFUG_TDNARE9J12HEB--3EM,QASHQAIJ12A N-Connecta,,,,37605,,1,,SJNTBAJ12U1336010,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,XFUG,G,XFU,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEB--3EM,29594,51814,Arbury Bromsgrove,01527 575 157,Mayank
QASHQAIJ12A_G83GIEF10_XFUG_TDNARE9J12HEB--3EM_1,QASHQAIJ12A N-Connecta,,,,37605,,1,,SJNTBAJ12U1336010,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,XFUG,G,XFU,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEB--3EM,29594,51814,Arbury Bromsgrove,01527 575 157,Mayank
QASHQAIJ12A_G83GIEF10_XEYG_TDNARE9J12HEBB-3-M,QASHQAIJ12A N-Connecta,,,,38105,,1,,SJNTBAJ12U1331246,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,XEYG,G,XEY,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3-M,29594,51890,Western (Stirling),+01786 637 001,Mayank
QASHQAIJ12A_G83GIEF10_XEYG_TDNARE9J12HEBB-3-M_2,QASHQAIJ12A N-Connecta,,,,38105,,1,,SJNTBAJ12U1331246,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,XEYG,G,XEY,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3-M,29594,51890,Western (Stirling),+01786 637 001,Mayank
QASHQAIJ12A_G83GIEF10_XEYG_TDNARE9J12HEBB-3-M_1,QASHQAIJ12A N-Connecta,,,,38105,,1,,SJNTBAJ12U1360383,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,XEYG,G,XEY,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3-M,29594,51897,Marshall Reading,+01184 670 670,Mayank
QASHQAIJ12A_G83GIEF10_XFUG_TDNARE9J12HEBB-3-M,QASHQAIJ12A N-Connecta,,,,38105,,1,,SJNTBAJ12U1347550,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,XFUG,G,XFU,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3-M,29594,51969,Yeomans,,Mayank
QASHQAIJ12A_G83GIEF10_XFUG_TDNARE9J12HEBB-3-M_2,QASHQAIJ12A N-Connecta,,,,38105,,1,,SJNTBAJ12U1347550,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,XFUG,G,XFU,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3-M,29594,51969,Yeomans,,Mayank
QASHQAIJ12A_G83GIEF10_XFUG_TDNARE9J12HEBB-3-M_1,QASHQAIJ12A N-Connecta,,,,38105,,1,,SJNTBAJ12U1386041,QASHQAIJ12A,N-Connecta,G83GIEF10,190 e-POWER Automatic 2WD N-Connecta,190 e-POWER 2WD,XFUG,G,XFU,54.3 mpg,2WD,Petrol / Electric,Automatic,TDNARE9J12HEBB-3-M,29594,51410,Chorley Nissan,+01257 240600,Mayank
QASHQAIJ12A_G83GIEG00_XDFB_TDNARG9J12HEBBAR-M,QASHQAIJ12A Tekna,,,,40475,,1,,SJNTBAJ12U1386340,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XDFB,B,XDF,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR-M,29594,51778,Lookers Nissan Chester,+0330 019 8924,Mayank
QASHQAIJ12A_G83GIEG00_XDFB_TDNARG9J12HEBBAR-M_2,QASHQAIJ12A Tekna,,,,40475,,1,,SJNTBAJ12U1386340,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XDFB,B,XDF,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR-M,29594,51778,Lookers Nissan Chester,+0330 019 8924,Mayank
QASHQAIJ12A_G83GIEG00_XDFB_TDNARG9J12HEBBAR-M_1,QASHQAIJ12A Tekna,,,,40475,,1,,SJNTBAJ12U1386203,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XDFB,B,XDF,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR-M,29594,51711,Platinum,+01225 759500,Mayank
QASHQAIJ12A_G83GIEG00_XDKB_TDNARG9J12HEBBAR-M,QASHQAIJ12A Tekna,,,,40355,,1,,SJNTBAJ12U1386271,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XDKB,B,XDK,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR-M,29594,51315,Ancaster,+020 8655 6300,Mayank
QASHQAIJ12A_G83GIEG00_XDKB_TDNARG9J12HEBBAR-M_2,QASHQAIJ12A Tekna,,,,40355,,1,,SJNTBAJ12U1386271,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XDKB,B,XDK,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR-M,29594,51315,Ancaster,+020 8655 6300,Mayank
QASHQAIJ12A_G83GIEG00_XDKB_TDNARG9J12HEBBAR-M_1,QASHQAIJ12A Tekna,,,,40355,,1,,SJNTBAJ12U1387303,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XDKB,B,XDK,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR-M,29594,51070,J & J Motors Ltd,+01269 831 444,Mayank
QASHQAIJ12A_G83GIEG00_XEYB_TDNARG9J12HEBBAR-M,QASHQAIJ12A Tekna,,,,40475,,1,,SJNTBAJ12U1386900,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XEYB,B,XEY,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR-M,29594,51096,Wilsons Autos & Coachworks Ltd,+01372 743 445,Mayank
QASHQAIJ12A_G83GIEG00_XEYB_TDNARG9J12HEBBAR-M_2,QASHQAIJ12A Tekna,,,,40475,,1,,SJNTBAJ12U1386900,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XEYB,B,XEY,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR-M,29594,51096,Wilsons Autos & Coachworks Ltd,+01372 743 445,Mayank
QASHQAIJ12A_G83GIEG00_XEYB_TDNARG9J12HEBBAR-M_1,QASHQAIJ12A Tekna,,,,40475,,1,,SJNTBAJ12U1387891,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XEYB,B,XEY,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR-M,29594,51897,Marshall Reading,+01184 670 670,Mayank
QASHQAIJ12A_G83GIEG00_XFUB_TDNARG9J12HEBBAR-M,QASHQAIJ12A Tekna,,,,40475,,1,,SJNTBAJ12U1386837,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XFUB,B,XFU,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR-M,29594,51734,Hendy,+01722 349349,Mayank
QASHQAIJ12A_G83GIEG00_XFUB_TDNARG9J12HEBBAR-M_1,QASHQAIJ12A Tekna,,,,40475,,1,,SJNTBAJ12U1386837,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XFUB,B,XFU,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR-M,29594,51734,Hendy,+01722 349349,Mayank
QASHQAIJ12A_G83GIEG00_XFVB_TDNARG9J12HEBBAR-M,QASHQAIJ12A Tekna,,,,40475,,1,,SJNTBAJ12U1387652,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XFVB,B,XFV,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR-M,29594,51947,Cars2 Wakefield,01924 362 100,Mayank
QASHQAIJ12A_G83GIEG00_XFVB_TDNARG9J12HEBBAR-M_2,QASHQAIJ12A Tekna,,,,40475,,1,,SJNTBAJ12U1387652,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XFVB,B,XFV,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR-M,29594,51947,Cars2 Wakefield,01924 362 100,Mayank
QASHQAIJ12A_G83GIEG00_XFVB_TDNARG9J12HEBBAR-M_1,QASHQAIJ12A Tekna,,,,40475,,1,,SJNTBAJ12U1387464,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XFVB,B,XFV,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR-M,29594,51897,Marshall Reading,+01184 670 670,Mayank
QASHQAIJ12A_G83GIEG00_XDFB_TDNARG9J12HEBBHR-M,QASHQAIJ12A Tekna,,,,40655,,1,,SJNTBAJ12U1391946,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XDFB,B,XDF,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBHR-M,29594,51884,Bristol Street Motors Halifax,+01422 380 380,Mayank
QASHQAIJ12A_G83GIEG00_XDFB_TDNARG9J12HEBBHR-M_1,QASHQAIJ12A Tekna,,,,40655,,1,,SJNTBAJ12U1391946,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XDFB,B,XDF,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBHR-M,29594,51884,Bristol Street Motors Halifax,+01422 380 380,Mayank
QASHQAIJ12A_G83GIEG00_XFUK_TDNARG9J12HEBBARDM,QASHQAIJ12A Tekna,,,,41065,,1,,SJNTBAJ12U1383598,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XFUK,K,XFU,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBARDM,29594,51095,West End Motors (Bodmin) Ltd,+01208 261111,Mayank
QASHQAIJ12A_G83GIEG00_XFUK_TDNARG9J12HEBBARDM_1,QASHQAIJ12A Tekna,,,,41065,,1,,SJNTBAJ12U1383598,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,XFUK,K,XFU,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBARDM,29594,51095,West End Motors (Bodmin) Ltd,+01208 261111,Mayank
QASHQAIJ12A_G83GIEG00_KADB_TDNARG9J12HEBBAR--,QASHQAIJ12A Tekna,,,,39835,,1,,SJNTBAJ12U1391546,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KADB,B,KAD,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51946,Ancaster Heathrow,01784 278720,Mayank
QASHQAIJ12A_G83GIEG00_KADB_TDNARG9J12HEBBAR--_5,QASHQAIJ12A Tekna,,,,39835,,1,,SJNTBAJ12U1391546,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KADB,B,KAD,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51946,Ancaster Heathrow,01784 278720,Mayank
QASHQAIJ12A_G83GIEG00_KADB_TDNARG9J12HEBBAR--_1,QASHQAIJ12A Tekna,,,,39835,,1,,SJNTBAJ12U1391062,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KADB,B,KAD,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51798,Alexanders York,+01904 520301,Mayank
QASHQAIJ12A_G83GIEG00_KADB_TDNARG9J12HEBBAR--_2,QASHQAIJ12A Tekna,,,,39835,,1,,SJNTBAJ12U1355260,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KADB,B,KAD,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51956,West Way Birmingham,+0121 502 8170,Mayank
QASHQAIJ12A_G83GIEG00_KADB_TDNARG9J12HEBBAR--_3,QASHQAIJ12A Tekna,,,,39835,,1,,SJNTBAJ12U1392215,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KADB,B,KAD,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51911,W R Davies,+01952 211 720,Mayank
QASHQAIJ12A_G83GIEG00_KADB_TDNARG9J12HEBBAR--_4,QASHQAIJ12A Tekna,,,,39835,,1,,SJNTBAJ12U1393808,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KADB,B,KAD,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51770,Marshall Lincoln,+01522 696426,Mayank
QASHQAIJ12A_G83GIEG00_KBYB_TDNARG9J12HEBBAR--,QASHQAIJ12A Tekna,,,,39955,,1,,SJNTBAJ12U1391105,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KBYB,B,KBY,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51312,Wellington Motors Ltd,+01823 667 511,Mayank
QASHQAIJ12A_G83GIEG00_KBYB_TDNARG9J12HEBBAR--_8,QASHQAIJ12A Tekna,,,,39955,,1,,SJNTBAJ12U1391105,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KBYB,B,KBY,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51312,Wellington Motors Ltd,+01823 667 511,Mayank
QASHQAIJ12A_G83GIEG00_KBYB_TDNARG9J12HEBBAR--_1,QASHQAIJ12A Tekna,,,,39955,,1,,SJNTBAJ12U1395133,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KBYB,B,KBY,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51683,Smiths Nissan,+01733 267606,Mayank
QASHQAIJ12A_G83GIEG00_KBYB_TDNARG9J12HEBBAR--_2,QASHQAIJ12A Tekna,,,,39955,,1,,SJNTBAJ12U1348652,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KBYB,B,KBY,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51839,Edwin May Ltd,+02870 354321,Mayank
QASHQAIJ12A_G83GIEG00_KBYB_TDNARG9J12HEBBAR--_3,QASHQAIJ12A Tekna,,,,39955,,1,,SJNTBAJ12U1385915,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KBYB,B,KBY,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51959,West Way Oldham,+0161 6286200,Mayank
QASHQAIJ12A_G83GIEG00_KBYB_TDNARG9J12HEBBAR--_4,QASHQAIJ12A Tekna,,,,39955,,1,,SJNTBAJ12U1395430,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KBYB,B,KBY,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51027,Hammond Nissan,+01986 244 161,Mayank
QASHQAIJ12A_G83GIEG00_KBYB_TDNARG9J12HEBBAR--_5,QASHQAIJ12A Tekna,,,,39955,,1,,SJNTBAJ12U1349605,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KBYB,B,KBY,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51607,Hendy,+01202 532100,Mayank
QASHQAIJ12A_G83GIEG00_KBYB_TDNARG9J12HEBBAR--_6,QASHQAIJ12A Tekna,,,,39955,,1,,SJNTBAJ12U1393999,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KBYB,B,KBY,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51337,Evans Halshaw,+01642 216300,Mayank
QASHQAIJ12A_G83GIEG00_KBYB_TDNARG9J12HEBBAR--_7,QASHQAIJ12A Tekna,,,,39955,,1,,SJNTBAJ12U1389702,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KBYB,B,KBY,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51937,Cars2 Huddersfield,01484 500 888,Mayank
QASHQAIJ12A_G83GIEG00_KBYK_TDNARG9J12HEBBAR--,QASHQAIJ12A Tekna,,,,39955,,1,,SJNTBAJ12U1369088,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KBYK,K,KBY,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51778,Lookers Nissan Chester,+0330 019 8924,Mayank
QASHQAIJ12A_G83GIEG00_KBYK_TDNARG9J12HEBBAR--_1,QASHQAIJ12A Tekna,,,,39955,,1,,SJNTBAJ12U1369088,QASHQAIJ12A,Tekna,G83GIEG00,190 e-POWER Automatic 2WD Tekna,190 e-POWER 2WD,KBYK,K,KBY,53.3 mpg,2WD,Petrol / Electric,Automatic,TDNARG9J12HEBBAR--,29594,51778,Lookers Nissan Chester,+0330 019 8924,Mayank
